time (s),position (um),position (bp),intensity
0.0,1.4602992978113023,4953,120.95468216085662
0.09984000000000001,1.464995236458872,4969,116.16991484747062
0.19968000000000002,1.5213999878791462,5160,149.21741538671813
0.29952,1.5069474711506432,5111,106.5805448793412
0.39936000000000005,1.4883779641717807,5048,138.71959496584967
0.4992000000000001,1.5019544390070352,5094,144.97352708130438
0.59904,1.4781292380009061,5013,150.062855864217
0.6988800000000001,1.4650256247534097,4969,131.38779728383133
0.7987200000000001,1.5057727238303527,5107,133.43751438922712
0.8985600000000001,1.4849333339223778,5037,147.0762507981618
0.9984000000000002,1.482474775162712,5028,124.44838550634199
1.09824,1.4636920755033147,4964,116.0504618831553
1.19808,1.4249190571266057,4833,113.87341872670059
1.2979200000000002,1.453033933656706,4928,128.4273935607426
1.3977600000000001,1.4715787820140602,4991,112.15682272876631
1.4976000000000003,1.5242467584147352,5170,124.47402268832332
1.5974400000000002,1.4766332227576244,5008,102.00666118654497
1.6972800000000001,1.5334539699438845,5201,85.29921884403142
1.7971200000000003,1.5796819394836061,5358,120.31338170131214
1.8969600000000002,1.4743460491825824,5001,100.29653769654098
1.9968000000000004,1.571927079432829,5332,129.1400238416983
2.0966400000000003,1.5503886457951266,5259,106.14090045815256
2.19648,1.522648944908737,5164,106.47619067482087
2.29632,1.5310177925497452,5193,103.74383045571115
2.39616,1.5166780329261762,5144,121.08881215443795
2.4960000000000004,1.5976694881906819,5419,100.19222375012623
2.5958400000000004,1.481737565445219,5026,112.52571825453478
2.6956800000000003,1.5631021908026121,5302,110.28143101659204
2.7955200000000002,1.5114466243371854,5126,109.79260490228698
2.89536,1.5412131541441738,5227,100.90571864058444
2.9952000000000005,1.5731502386034033,5336,97.19142254054343
3.0950400000000005,1.5828951037441963,5369,105.57234361582482
3.1948800000000004,1.5092589514451593,5119,115.12444359164537
3.2947200000000003,1.5263670908500608,5177,123.15032666615748
3.3945600000000002,1.5827566452958517,5368,105.17819207531453
3.4944000000000006,1.5623942667819863,5299,100.95617682676834
3.5942400000000005,1.5957440445580464,5412,95.56525637889104
3.6940800000000005,1.5253033759545291,5173,108.78721086813232
3.7939200000000004,1.4281038987954955,4844,94.61893983743283
3.8937600000000003,1.4388878663784912,4880,103.68528265398979
3.9936000000000007,1.4606658405472341,4954,87.20040975358397
4.09344,1.4757392866375334,5005,106.85381807269593
4.193280000000001,1.401873249146104,4755,104.08037179892614
4.293120000000001,1.4537606054414982,4931,90.08118022610368
4.39296,1.449262382688362,4916,129.3225128069101
4.492800000000001,1.4595403653169734,4950,99.25815321983242
4.59264,1.4622564128688174,4960,94.73782915160898
4.692480000000001,1.4717327599473031,4992,105.19119476685421
4.79232,1.4336728495507496,4863,80.20645849214881
4.8921600000000005,1.488500474000819,5049,85.68448175717961
4.992000000000001,1.43324652143555,4861,107.53336330494204
5.09184,1.4588899863142974,4948,106.50176805021911
5.191680000000001,1.422198024082504,4824,121.8085818111804
5.29152,1.4949637669585172,5071,103.58303686869762
5.391360000000001,1.4713055681356195,4990,112.03785943576229
5.491200000000001,1.4662497853835461,4973,117.61086089763975
5.5910400000000005,1.4507054919154183,4920,107.06097429900359
5.690880000000001,1.4564845545278413,4940,113.86010385674476
5.79072,1.4434723387960817,4896,100.85104539923435
5.890560000000001,1.4216322065873668,4822,125.3381410369602
5.990400000000001,1.4662153448243458,4973,104.16926482119611
6.0902400000000005,1.4414508949233438,4889,108.80343815698278
6.190080000000001,1.4569477054723559,4942,114.82656077482228
6.28992,1.4701382951010211,4986,106.98203122047116
6.389760000000001,1.4889863430434562,5050,87.42708425865689
6.489600000000001,1.454872961812013,4935,109.03784187474197
6.589440000000001,1.4743921987370128,5001,111.5748709805246
6.689280000000001,1.4056259260642896,4768,116.4462212085015
6.7891200000000005,1.4346222220356961,4866,93.52174861604408
6.888960000000001,1.4779659781885994,5013,110.32964629145268
6.988800000000001,1.4886103677625293,5049,107.81780903918276
7.088640000000001,1.441497039443126,4889,94.01659958835928
7.188480000000001,1.4436101135527561,4896,120.25449953874084
7.288320000000001,1.4542270149867786,4932,119.12676305819289
7.388160000000001,1.4586651816359115,4947,105.80490274349518
7.488000000000001,1.4652110619813057,4970,112.7004074691544
7.587840000000001,1.4494437660450143,4916,112.54425173076547
7.687680000000001,1.506628080889656,5110,105.11355129978526
7.787520000000001,1.4756562351782252,5005,112.09386033573942
