time (s),position (um),position (bp),intensity
4.992000000000001,8.766590893916153,29734,160.15726281228336
5.09184,8.256899958846542,28005,114.07884841864077
5.191680000000001,8.268976958931654,28046,137.39163766852764
5.29152,7.998946607628145,27130,118.39471376024437
5.391360000000001,7.759013463845213,26317,141.99798928569632
5.491200000000001,7.667499285609512,26006,150.24806682101425
5.5910400000000005,7.533068578805426,25550,137.29581964593365
5.690880000000001,7.2,24421,22.874345824125275
5.79072,7.174859077158191,24335,143.34500403461135
5.890560000000001,7.008343310234767,23771,156.71393381359084
5.990400000000001,6.964468721350838,23622,143.20327562709252
6.0902400000000005,6.75418177989232,22908,133.71002755223398
6.190080000000001,6.933585163988064,23517,146.0563194224673
6.28992,6.810433595181394,23099,152.6727501060644
6.389760000000001,5.980464017558655,20284,57.88061369082409
6.489600000000001,5.3241413219553015,18058,177.2514966534605
6.589440000000001,4.956517838761265,16811,130.43694898424744
6.689280000000001,5.079009302429985,17227,163.07267882522925
6.7891200000000005,5.423309528771709,18395,140.63476867620372
6.888960000000001,5.493884052439921,18634,122.26475195117757
6.988800000000001,5.453569906647214,18497,159.00910884271374
7.088640000000001,5.554846250914557,18841,110.92773418034186
7.188480000000001,5.788258473534173,19632,155.14331310517102
7.288320000000001,5.835741067390246,19793,150.16868984351854
7.388160000000001,5.5544801162643775,18839,126.1387366037515
7.488000000000001,5.60814866592838,19021,119.45076081861221
7.587840000000001,5.031441591532836,17065,130.9460652326546
7.687680000000001,4.530355251028112,15366,155.47961988198654
7.787520000000001,4.151775527787942,14082,167.73149426034104
7.887360000000001,3.715331986599335,12601,129.2255018265248
7.987200000000001,3.9320481309254305,13337,131.1888547826529
8.087040000000002,4.139117469620592,14039,129.72690793995747
8.18688,4.425909923913484,15012,117.55396708348222
8.28672,4.053348335807346,13748,122.51598709759725
8.386560000000001,4.094598985177214,13888,147.76423033990525
8.486400000000001,4.580712150694634,15537,172.63327774019936
8.586240000000002,4.861262387861023,16488,138.16094988421005
8.68608,5.063000709798713,17172,119.27008009941065
8.78592,5.56254874777323,18867,138.21044058151753
8.885760000000001,5.847484962420439,19833,152.10046385989125
8.985600000000002,5.659715410136336,19196,87.01061642382464
9.085440000000002,5.122283681449312,17373,130.60235526549445
9.18528,5.149632896180493,17466,46.72480049445028
9.285120000000001,5.491929957833003,18627,136.29466574700177
9.384960000000001,5.648482013732291,19158,142.36458402712216
9.484800000000002,5.8888048615177535,19973,154.46378123138942
9.58464,5.241264057493918,17777,213.56856929516078
9.68448,5.360963405637191,18183,132.0785342450258
9.784320000000001,5.3015208957864255,17981,122.63718097885878
9.884160000000001,5.105864340298564,17318,139.44681809955867
9.984000000000002,5.179583781017371,17568,125.17252442432702
10.08384,5.814309542880232,19721,194.52150125051864
10.18368,5.769549898603413,19569,162.03203436969793
10.283520000000001,5.539501906065176,18789,112.5851836826739
10.383360000000001,5.270782286274835,17877,115.12553832595032
10.483200000000002,4.974817465030572,16873,145.35561083795818
10.58304,4.711988597705325,15982,129.87859689707986
10.68288,4.482979548808464,15205,99.53343522520017
10.782720000000001,4.381502104373206,14861,163.1600722357894
10.882560000000002,5.0146559971776785,17008,120.84494217796212
10.982400000000002,5.355758661699723,18165,120.71513974183425
11.08224,5.151119990041808,17471,134.96402308382804
11.182080000000001,4.898577425981858,16615,169.9573291383144
11.281920000000001,5.007415713516435,16984,133.79860870396996
11.381760000000002,5.810553438789264,19708,132.08428568416028
11.481600000000002,5.944867042540591,20163,145.65371207610795
11.58144,6.112161597194761,20731,138.24891220569683
11.681280000000001,5.455803667390572,18505,54.04772694145993
11.781120000000001,5.1,17298,54.63709266070096
11.880960000000002,5.358500536515725,18175,141.93511446097628
11.980800000000002,4.6,15602,236.75022993031118
12.08064,4.425020829901191,15009,72.25237106068414
12.180480000000001,4.730998466708277,16046,132.31704420108056
12.280320000000001,4.816783702579874,16337,140.50704749024754
12.380160000000002,4.786441203113169,16234,119.07955073052347
12.480000000000002,4.729083168882226,16040,118.22920772178932
12.57984,4.845682346526968,16435,167.33472910379012
12.679680000000001,5.268425383019155,17869,115.53514469011104
12.779520000000002,5.231835600650871,17745,145.90419696997208
12.879360000000002,5.473096344486929,18563,120.41912012023559
12.979200000000002,5.972048794493984,20256,146.18213590435357
13.07904,6.153033224945341,20870,144.8921016885576
13.178880000000001,6.0547672676258495,20536,96.67310293820485
13.278720000000002,6.5087380942954765,22076,129.7289098233865
13.378560000000002,6.7515425201326,22900,132.6778563009488
13.478400000000002,6.80046302051659,23065,159.51889495372848
13.578240000000001,6.565590253104144,22269,119.29918273395552
13.678080000000001,6.305346252727616,21386,138.9248579850729
13.777920000000002,6.625673731298857,22473,130.38219683014677
13.877760000000002,6.623553142105895,22465,150.2016130918497
13.977600000000002,7.134534987322589,24199,132.08203758343294
14.077440000000001,6.774157510853846,22976,202.51780336141852
14.177280000000001,7.085286272875194,24032,112.40711398703951
14.277120000000002,6.180573492540523,20963,145.18195712072892
