time (s),position (um),position (bp),intensity
16.27392,12.617591995089002,42796,129.67396512010825
16.37376,12.71146816583775,43114,125.573875719459
16.4736,12.941853868778331,43896,133.0675483007547
16.57344,12.870341456715883,43653,125.41165130248514
16.673280000000002,13.113495586972165,44478,126.03630864880694
16.773120000000002,13.337109581242565,45236,129.65082866549432
16.872960000000003,13.237113081040437,44897,109.12203229300908
16.972800000000003,12.993130083690474,44069,109.08644980206324
17.072640000000003,12.897149894648404,43744,134.98130197209244
17.172480000000004,13.241430789041733,44912,128.9308436894914
17.27232,13.285827306374713,45062,139.1852801624795
17.37216,13.270566441676669,45010,143.02359708194663
17.472,13.31022254192975,45145,129.15967044491265
17.57184,13.014208329970032,44141,138.44639868027375
17.671680000000002,12.654333257985764,42920,140.0517591053922
17.771520000000002,12.132427863036032,41150,118.66245271531848
17.871360000000003,11.851344704150977,40197,150.38641878776411
17.971200000000003,11.69911830737659,39680,114.04134950434121
18.071040000000004,11.482704282281619,38946,134.65128715293966
18.170880000000004,11.0938930403074,37628,118.33215040531647
18.27072,11.143403659266133,37796,141.61477301436156
18.37056,11.335050782197403,38446,139.7780086221101
18.4704,10.985829058105878,37261,111.97141567081414
18.570240000000002,10.674910379383643,36207,137.8744267563698
18.670080000000002,10.477900267703081,35538,176.5131767247058
18.769920000000003,10.471612008300752,35517,149.53073536589903
18.869760000000003,10.632019390648047,36061,147.43205214756
18.969600000000003,10.65962033940864,36155,142.8974183228318
19.069440000000004,10.425862112260246,35362,132.5543483622055
19.16928,10.367793628564826,35165,138.09416132218314
19.26912,10.471667196189122,35517,125.26730633075739
19.36896,10.43044218891389,35377,152.39371638269722
19.4688,10.749665587539141,36460,116.24574103146206
19.568640000000002,10.785939492482488,36583,141.23250276318498
19.668480000000002,10.562458576872608,35825,112.05282706446977
19.768320000000003,10.196016708483198,34582,125.76710673761065
19.868160000000003,10.137361263760768,34383,129.59745344984634
19.968000000000004,10.494180147430582,35594,136.8826503455801
20.067840000000004,10.339070321680435,35068,117.31167480074055
20.16768,10.124915264620483,34341,148.04036048659876
20.26752,9.8439501548615,33388,148.24963617600216
20.36736,9.898436573083305,33573,119.02516700198706
20.467200000000002,9.821361371694875,33312,127.89298165332897
20.567040000000002,9.440638128781096,32020,137.96731388929157
20.666880000000003,9.804822142799114,33255,166.31438489123184
20.766720000000003,9.74136473509967,33040,165.60534278901372
20.866560000000003,9.628669072402221,32658,110.32576910276406
20.966400000000004,9.356804411512448,31736,153.62217763122416
21.066240000000004,9.296887013779001,31533,111.08558514224838
21.16608,9.117333075281149,30924,134.10955865068513
21.26592,9.085024729856826,30814,142.77443807361277
21.36576,8.887028738997312,30143,139.01455444456033
21.465600000000002,8.834635640683961,29965,124.12336407997094
21.565440000000002,8.698648370505797,29504,131.35378124613584
21.665280000000003,8.49883923193596,28826,134.38892958162774
21.765120000000003,8.543986726200107,28979,124.95613680649195
21.864960000000004,8.52419756787879,28912,136.29868350565795
21.964800000000004,8.4769774937777,28752,135.0252464719186
22.064640000000004,8.423654870623274,28571,127.48869646587804
22.16448,8.123681304370379,27553,123.00466777946825
22.26432,8.059216493728822,27335,113.72034441269112
22.364160000000002,8.362652188990836,28364,101.34762960342775
22.464000000000002,8.292778174522617,28127,144.85957373994984
22.563840000000003,8.158847704364279,27673,155.9257848977556
22.663680000000003,8.015937376076558,27188,154.33202695136373
22.763520000000003,7.917855732862965,26855,124.76570120191045
22.863360000000004,7.802110335886062,26463,119.07716081405094
22.963200000000004,7.77333987450122,26365,128.4289268602324
23.063040000000004,7.473864125135819,25349,125.70323226685541
23.16288,7.420615148752356,25169,141.4506739225317
23.26272,7.596391917240524,25765,134.71580219247252
23.362560000000002,7.966212257254686,27019,137.19407216845858
23.462400000000002,8.114767189366704,27523,172.76854265840504
23.562240000000003,7.97823413653596,27060,122.87205065471602
23.662080000000003,7.786358587534036,26409,130.0627765458193
23.761920000000003,7.664145223415742,25995,131.2054528536682
23.861760000000004,7.81046932011805,26491,135.93980993061678
23.961600000000004,7.953985187909978,26978,150.07974312511035
24.061440000000005,7.845237364181155,26609,115.43019380667057
24.16128,7.9173427416519395,26854,155.80252059636916
24.261120000000002,7.9504276255749975,26966,113.54618478294306
24.360960000000002,7.870148577183614,26694,141.02334206432073
24.460800000000003,7.873924888200008,26706,127.03426526895596
24.560640000000003,8.01015697764324,27168,129.66309844098458
24.660480000000003,7.904160794461795,26809,134.24603679688363
24.760320000000004,7.809683100025233,26488,139.1061225041929
24.860160000000004,7.932338825363817,26904,139.78133994886613
24.960000000000004,7.952192182458214,26972,142.08818493063532
25.059840000000005,7.958548466949438,26993,148.1354581765081
25.15968,8.02299739653791,27212,130.7902995246125
25.259520000000002,8.019587028819522,27200,140.1466407691841
25.359360000000002,7.985943952054597,27086,130.5252944048666
25.459200000000003,7.86540108256793,26677,117.50811485728788
25.559040000000003,7.867244085350374,26684,129.4215601892974
25.658880000000003,7.855077736027133,26642,153.58506409805184
25.758720000000004,7.625255005032008,25863,145.61306552312007
25.858560000000004,7.594233440796189,25758,116.90725424124828
25.958400000000005,7.677082719419365,26039,129.4399020213908
26.05824,7.650882266673342,25950,135.34024704081767
26.15808,7.390550850408849,25067,141.0509567531281
26.257920000000002,7.357037357953057,24953,127.91923959650062
26.357760000000003,7.12534787597423,24167,91.44718453615647
26.457600000000003,7.158044774852601,24278,109.0811336477674
26.557440000000003,7.427309438588282,25192,118.56294371597161
26.657280000000004,7.328585797889008,24857,83.33636096778233
26.757120000000004,7.178297537180932,24347,111.33969288832041
26.856960000000004,7.099999248205038,24081,1.0000014729940772
